jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,aset,omset,marketplace,kapasitas_produksi,status_legalitas,tahun_berdiri,laba,biaya_karyawan,jumlah_pelanggan,nama_usaha,Cluster_KMeans_cat_a,Cluster_KMeans_cat_b,CrossCluster
2.0,86.0,84.0,9237649.0,40914946.0,3.0,502.0,0.0,2015.2,31677297.0,510000000.0,502.0,UD. Chiko Panji,0,1,1
1.0,38.0,25.0,9488556.0,16881843.0,0.0,562.0,1.0,2005.0,7393287.0,189000000.0,562.0,UD. Kirana Arya,1,1,11
5.0,4.0,60.0,2291970.0,11296405.0,4.0,573.0,0.0,2010.0,9004435.0,192000000.0,573.0,UD. Yuli Puri,1,0,10
2.0,39.0,19.0,6157324.0,3252827.0,0.0,704.0,0.0,2014.0,-2904497.0,174000000.0,704.0,UD. Rafif Prana,0,1,1
1.0,84.0,92.0,4217546.0,21601857.0,3.0,871.0,1.0,2021.0,17930246.4,528000000.0,871.0,UD. Fikra Asa,0,0,0
1.0,57.0,78.0,2992799.0,46470152.0,0.0,438.0,1.0,2017.0,43477353.0,405000000.0,438.0,UD. Marwan Luhur,0,0,0
5.0,99.0,86.0,2701359.0,47802368.0,1.0,988.0,0.0,2021.0,45101009.0,555000000.0,988.0,UD. Suci Mandala,0,0,0
2.0,77.0,78.0,5444138.0,12422499.0,1.0,439.0,1.0,2009.0,6978361.0,465000000.0,439.0,UD. Widya Setia,1,1,11
2.0,5.0,50.0,7278573.0,24342584.0,4.0,955.0,1.0,2023.0,17064011.0,165000000.0,955.0,UD. Rizki Surya Qory,0,1,1
1.0,18.0,73.0,1418590.0,13827412.0,4.0,444.0,1.0,2009.0,12408822.0,273000000.0,444.0,UD. Nina Kencana,1,0,10
5.0,67.0,1.0,723175.0,36049739.8,1.0,224.0,0.0,2017.0,35477910.0,204000000.0,224.0,UD. Ari Wangi Wulan,0,0,0
2.0,23.0,29.0,3510934.0,7402997.0,1.0,335.0,1.0,2007.0,3892063.0,156000000.0,335.0,UD. Jasmin Baruna,1,0,10
4.0,89.0,90.0,3660517.0,42818139.0,0.0,924.0,0.0,2005.0,39157622.0,537000000.0,924.0,UD. Poppy Maheswara,1,0,10
3.8,18.0,16.0,9665079.0,30047779.0,1.0,77.0,1.0,2022.0,20382700.0,102000000.0,77.0,UD. Fanny Karya,0,1,1
1.0,58.0,66.0,2473942.0,38263647.0,3.0,570.0,1.0,2014.0,35789705.0,372000000.0,570.0,UD. Qyla Trisakti,0,0,0
2.0,60.0,71.0,9182405.0,1091321.0,0.0,32.0,1.0,2000.0,-8091084.0,393000000.0,32.0,UD. Santi Anggrek,1,1,11
4.0,31.0,42.0,5476127.0,37725317.0,2.0,910.0,0.0,2018.0,32249190.0,219000000.0,910.0,UD. Raka Asmaralaya,0,1,1
5.0,44.0,48.0,8099789.0,24174294.0,4.0,457.0,1.0,2017.0,16074505.0,276000000.0,457.0,UD. Indira Sasmita,0,1,1
2.0,34.0,3.0,5633780.0,49506693.0,4.0,298.0,0.0,2003.0,43872913.0,111000000.0,298.0,UD. Yani Utama,1,1,11
4.0,53.0,87.0,1396846.0,49359871.0,4.0,597.0,1.0,2022.0,47963025.0,420000000.0,597.0,UD. Eddy Ratu,0,0,0
5.0,1.0,28.0,2325695.0,15475733.0,0.0,237.0,0.0,2007.0,13150038.0,87000000.0,237.0,UD. Koko Rejo Lea,1,0,10
5.0,96.0,71.0,7984255.0,23093470.0,1.0,774.0,0.0,2007.0,15109215.0,501000000.0,774.0,UD. Udin Mahkota,1,1,11
1.0,73.0,33.0,6082794.0,14932551.0,3.0,580.0,0.0,2023.0,8849757.0,318000000.0,580.0,UD. Damar Putri,0,1,1
4.0,44.0,8.0,7823713.0,42137619.0,2.0,573.0,0.0,2004.0,34602501.6,156000000.0,573.0,UD. Yola Selaras,1,1,11
1.0,32.0,57.0,3795403.0,46103358.0,4.0,614.0,1.0,2015.0,42307955.0,267000000.0,614.0,UD. Hanafi Saputranegara,0,0,0
4.0,22.0,80.0,1463092.0,34531607.0,0.0,215.0,0.0,2010.0,33068515.0,306000000.0,215.0,UD. Via Baru,1,0,10
5.0,97.0,73.0,5829925.0,17971980.0,3.0,528.0,1.0,2010.0,12142055.0,510000000.0,528.0,UD. Grego Wening Bagir,1,1,11
2.0,35.0,23.0,2963499.0,35517354.8,1.0,564.0,0.0,2024.0,39608713.0,174000000.0,564.0,UD. Qayla Jayawarsa Zidan,0,0,0
2.0,93.0,55.0,5073771.0,3237618.0,2.0,569.0,1.0,2013.0,-1836153.0,444000000.0,569.0,UD. Hesti Jayengpati,0,0,0
4.0,68.0,85.0,2148134.0,47347782.0,4.0,639.0,1.0,2010.0,45199648.0,459000000.0,639.0,UD. Priska Saputranegara,1,0,10
2.0,84.0,80.0,1492021.0,15977532.0,1.0,947.0,1.0,2012.0,14485511.0,492000000.0,947.0,UD. Fahmi Kamajaya,1,0,10
4.0,79.0,94.0,6490651.0,10164979.0,0.0,771.0,1.0,2021.0,3674328.0,519000000.0,771.0,UD. Kanza Hastinapura,0,1,1
4.0,70.0,60.0,2889730.0,41420984.4,4.0,967.0,0.0,2007.0,40536709.0,390000000.0,967.0,UD. Anang Utama Gani,1,0,10
5.0,8.0,72.0,3538295.0,15725850.0,0.0,797.0,1.0,2013.0,12187555.0,240000000.0,797.0,UD. Tari Wisnu,0,0,0
2.0,87.0,78.0,5916615.0,9860394.0,1.0,248.0,1.0,2019.0,3943779.0,495000000.0,248.0,UD. Vega Sudarsana,0,1,1
1.0,48.0,62.0,9943683.0,18581314.0,2.0,558.0,1.0,2000.0,8637631.0,330000000.0,558.0,UD. Zulkarnaen Wicaksana,1,1,11
4.0,25.0,41.0,9417604.0,19305189.6,4.0,471.0,0.0,2020.0,11472716.0,198000000.0,471.0,UD. Zulfa Sangkala,0,1,1
4.0,95.0,93.0,5264787.0,36919620.0,4.0,306.0,1.0,2018.0,31654833.0,564000000.0,306.0,UD. Livia Putra Riko,0,1,1
1.0,26.0,16.0,8628543.0,35725861.0,3.0,690.0,1.0,2024.0,27097318.0,126000000.0,690.0,UD. Mega Pamungkas,0,1,1
5.0,40.0,70.0,8426751.0,3590824.0,4.0,864.0,0.0,2004.0,-4248324.0,330000000.0,864.0,UD. Oniel Kusuma,1,1,11
1.0,82.0,89.0,5153821.0,7264178.0,3.0,496.0,1.0,2023.0,2110357.0,513000000.0,496.0,UD. Ony Paseban,0,1,1
5.0,71.0,65.0,570845.0,49761925.0,1.0,753.0,1.0,2003.0,49191080.0,408000000.0,753.0,UD. Pasha Nirmala,1,0,10
2.0,5.0,47.0,8750151.0,34477767.0,1.0,910.0,1.0,2003.0,25727616.0,156000000.0,910.0,UD. Yessi Kusumatmaja Syana,1,1,11
1.0,82.0,92.0,6980376.0,25169647.0,2.0,682.0,0.0,2001.0,18189271.0,522000000.0,682.0,UD. Livia Senja,1,1,11
2.0,86.0,69.0,2933606.0,36680339.0,1.0,441.0,1.0,2007.0,33746733.0,465000000.0,441.0,UD. Arman Wangi,1,0,10
5.0,65.0,32.0,5871111.0,29573977.0,2.0,949.0,1.0,2015.0,23702866.0,291000000.0,949.0,UD. Berlian Reswara Olivia,0,1,1
1.0,62.8,37.0,8053457.0,42416761.0,0.0,467.0,0.0,2013.0,34363304.0,291000000.0,467.0,UD. Gani Brata,0,1,1
4.0,66.0,0.0,2392757.0,2206645.0,3.0,787.0,0.0,2015.0,-186112.0,198000000.0,787.0,UD. Ismail Kencana,0,0,0
5.0,65.0,54.0,9537692.0,19070466.0,0.0,454.0,0.0,2008.0,9532774.0,357000000.0,454.0,UD. Utha Warna,1,1,11
5.0,76.0,54.0,9420826.0,2886191.0,2.0,276.0,1.0,2023.0,-6534635.0,390000000.0,276.0,UD. Santi Kelana,0,1,1
4.0,95.0,9.0,8913548.0,14083065.0,4.0,323.0,0.0,2007.0,5169517.0,312000000.0,323.0,UD. Oki Nawasena,1,1,11
2.0,42.0,54.0,7769794.0,38015310.0,3.0,220.0,0.0,2012.0,30245516.0,288000000.0,220.0,UD. Viani Wijaya,0,1,1
2.0,24.0,94.0,9983287.0,45982026.0,0.0,700.0,1.0,2004.0,35998739.0,354000000.0,700.0,UD. Syifa Agastya,1,1,11
2.0,61.0,23.0,3836355.0,36344991.0,0.0,774.0,1.0,2024.0,32508636.0,216000000.0,774.0,UD. Bela Wijaya Zaki,0,0,0
2.0,12.0,71.0,6994826.0,23770399.0,0.0,748.0,0.0,2012.0,16775573.0,249000000.0,748.0,UD. Halimah Jayengprana,1,1,11
4.0,93.0,27.0,8783033.0,3619397.0,1.0,152.0,0.0,2012.0,-5163636.0,360000000.0,152.0,UD. Qyla Kulon,0,1,1
4.0,82.0,91.0,4730606.0,10360897.0,4.0,996.0,1.0,2016.4,5630291.0,519000000.0,996.0,UD. Wenny Sumirat,0,0,0
2.0,23.0,50.0,7923829.0,2893910.0,0.0,419.4,1.0,2004.0,-5029919.0,219000000.0,526.0,UD. Elyas Prawira,1,1,11
2.0,96.0,45.0,2116472.0,47756285.0,0.0,505.0,0.0,2013.0,45639813.0,423000000.0,505.0,UD. Cakra Suryaatmaja,0,0,0
4.0,58.0,71.0,9211768.0,14453903.0,0.0,374.0,0.0,2008.0,5242135.0,387000000.0,374.0,UD. Zidan Jayabaya,1,1,11
4.0,76.0,28.0,5291080.0,20369472.0,4.0,582.0,1.0,2016.0,15078392.0,312000000.0,582.0,UD. Yasir Padi,0,1,1
4.0,94.0,18.0,7745400.0,41251299.0,0.0,662.0,1.0,2018.0,33505899.0,336000000.0,662.0,UD. Chiko Kencana,0,1,1
4.0,37.0,92.0,2322629.0,9496384.0,3.0,310.0,1.0,2004.0,7173755.0,387000000.0,310.0,UD. Mario Sangga,1,0,10
4.0,7.0,78.0,3995686.0,36409764.0,1.0,800.0,1.0,2007.0,32414078.0,255000000.0,800.0,UD. Ojan Padi,1,0,10
2.0,57.0,94.0,7997511.0,14862876.0,1.0,281.0,1.0,2018.0,6865365.0,453000000.0,281.0,UD. Viona Ranggalawe,0,1,1
5.0,29.0,4.0,3037207.0,26171754.6,0.0,301.0,0.0,2002.0,21338214.0,99000000.0,301.0,UD. Sekar Ilir,1,0,10
4.0,18.0,48.0,665739.0,2095922.0,4.0,769.0,0.0,2022.0,1430183.0,198000000.0,769.0,UD. Yusuf Pramana,0,0,0
5.0,95.0,91.0,1711287.0,15248491.0,4.0,915.0,0.0,2010.0,13537204.0,558000000.0,915.0,UD. Gerry Lestari,1,0,10
5.0,29.0,54.0,7278450.0,32759960.0,2.0,895.0,0.0,2009.0,25481510.0,249000000.0,895.0,UD. Olla Widjaja Riko,1,1,11
1.0,54.0,45.0,9586101.0,24983653.0,2.0,617.0,0.0,2019.0,15397552.0,297000000.0,617.0,UD. Rian Agung,0,1,1
5.0,45.0,14.0,5313101.0,15952469.0,3.0,54.0,1.0,2005.0,10639368.0,177000000.0,54.0,UD. Kirana Asa,1,0,10
4.0,37.0,71.0,2023283.0,22684904.0,3.0,140.0,0.6,2020.0,20661621.0,324000000.0,140.0,UD. Intan Atma Livia,0,0,0
1.0,16.0,99.0,7946014.0,3224256.0,4.0,115.0,1.0,2018.0,-4721758.0,345000000.0,115.0,UD. Salwa Nirwasita,0,1,1
4.0,97.0,95.0,9661633.0,35287202.0,3.0,430.0,0.0,2013.0,25625569.0,576000000.0,430.0,UD. Jordi Mardika,0,1,1
4.0,79.0,38.0,979626.0,32018583.0,2.0,273.0,0.0,2001.0,31038957.0,351000000.0,273.0,UD. Jasmine Wisnu,1,0,10
2.0,58.0,21.0,711882.0,28615409.0,4.0,10.0,1.0,2004.0,27903527.0,237000000.0,476.0,UD. Rangga Sukma,1,0,10
4.0,36.0,61.0,9492138.0,15188439.0,2.0,476.0,1.0,2012.0,5696301.0,291000000.0,476.0,UD. Omar Hastinapura,0,1,1
1.0,54.0,68.0,8045642.0,45090091.0,0.0,593.0,0.0,2011.0,37044449.0,366000000.0,593.0,UD. Citra Mega,1,1,11
1.0,5.0,73.0,8289848.0,25595886.0,0.0,992.0,0.0,2007.0,17306038.0,234000000.0,992.0,UD. Aqila Suryaatmaja,1,1,11
5.0,65.0,30.0,2281790.0,21336060.2,3.0,970.0,1.0,2023.0,11140015.0,285000000.0,970.0,UD. Hilmi Wiyata,0,0,0
1.0,68.0,36.0,912105.0,10653961.0,2.0,39.0,1.0,2017.0,9741856.0,312000000.0,39.0,UD. Fanny Utamajaya,0,0,0
2.0,41.0,22.0,4066560.0,25038291.0,4.0,629.0,0.0,2016.0,20971731.0,189000000.0,629.0,UD. Syana Wacana,0,0,0
1.0,82.0,95.0,6477414.0,43902131.0,4.0,461.0,0.0,2010.0,37424717.0,531000000.0,461.0,UD. Ucup Sukarela Chiko,1,1,11
2.0,64.0,87.0,657155.0,36214027.0,3.0,392.0,1.0,2014.0,35556872.0,453000000.0,392.0,UD. Weni Baru,0,0,0
1.0,88.0,3.0,6692300.0,42500859.0,2.0,990.0,0.0,2004.0,35808559.0,273000000.0,990.0,UD. Jojo Harmoni,1,1,11
4.0,79.0,42.0,999263.0,15982678.0,3.0,901.0,0.0,2019.0,14983415.0,363000000.0,901.0,UD. Anang Anindita,0,0,0
5.0,93.0,37.0,5999471.0,40984712.0,4.0,94.0,0.0,2018.0,34985241.0,390000000.0,94.0,UD. Shinta Sanjaya,0,1,1
1.0,93.0,14.0,2255111.2,45073789.0,0.0,942.0,1.0,2012.0,44014843.0,321000000.0,942.0,UD. Indah Hilir,1,0,10
4.0,9.0,10.0,4335069.0,34670298.0,2.0,605.0,0.0,2019.0,30335229.0,57000000.0,605.0,UD. Juli Kusen Ciko,0,0,0
1.0,39.0,24.0,4242140.0,6294044.0,3.0,37.0,1.0,2012.4,2051904.0,189000000.0,37.0,UD. Vina Galang,0,0,0
4.0,51.0,25.0,8243285.0,45256579.0,0.0,610.0,0.0,2018.0,37013294.0,228000000.0,610.0,UD. Jasmine Asa,0,1,1
1.0,23.0,38.0,650306.0,32873345.0,1.0,618.0,0.0,2003.0,32223039.0,183000000.0,618.0,UD. Gisel Suryaatmaja,1,0,10
1.0,58.0,55.0,1943431.0,26050621.0,2.0,192.0,1.0,2004.0,24107190.0,339000000.0,192.0,UD. Ina Siang Yessi,1,0,10
5.0,20.0,50.0,3373468.0,27930886.0,4.0,327.0,0.0,2000.0,24557418.0,210000000.0,327.0,UD. Uli Cempaka Nazar,1,0,10
2.0,51.0,99.0,8245152.0,5508984.0,4.0,24.0,1.0,2011.0,-2736168.0,450000000.0,24.0,UD. Maudy Cinta,1,1,11
4.0,78.0,68.4,4320648.0,21037674.0,1.0,106.0,0.0,2009.0,16717026.0,330000000.0,106.0,UD. Fira Purnama,1,0,10
4.0,4.0,19.0,9793917.0,9298415.0,2.0,716.0,1.0,2012.0,-495502.0,69000000.0,716.0,UD. Via Agung,1,1,11
5.0,35.0,51.0,1388340.0,47415273.0,3.0,905.0,1.0,2018.0,46026933.0,258000000.0,905.0,UD. Khalid Bangun,0,0,0
2.0,21.0,33.0,4968757.0,37485102.0,2.0,665.0,0.0,2015.0,32516345.0,162000000.0,665.0,UD. Vega Baru,0,0,0
1.0,7.0,44.0,6574059.0,17055009.0,2.0,948.0,1.0,2001.0,10480950.0,153000000.0,948.0,UD. Raka Karya Desta,1,1,11
1.0,94.0,75.0,2189502.0,44483659.0,1.0,888.0,0.0,2023.0,42294157.0,507000000.0,888.0,UD. Indira Ayodya,0,0,0
4.0,51.0,99.0,6752798.0,35574426.0,4.0,905.0,1.0,2008.0,28821628.0,450000000.0,905.0,UD. Gita Utama Erlin,1,1,11
1.0,0.0,3.0,9243907.0,4609013.0,0.0,611.0,0.0,2023.0,-4634894.0,9000000.0,611.0,UD. Tiara Ananta Aqila,0,1,1
5.0,83.0,12.0,5359311.0,45727758.0,4.0,358.0,1.0,2004.0,40368447.0,285000000.0,358.0,UD. Habib Mayang Kamil,1,1,11
2.0,27.0,58.0,6977455.0,6905258.0,2.0,926.0,0.8,2010.0,-72197.0,255000000.0,926.0,UD. Carissa Harapan,1,1,11
4.0,30.0,66.0,5109403.0,21375113.0,4.0,872.0,0.0,2003.0,16265710.0,288000000.0,872.0,UD. Raka Resmi,1,1,11
1.0,52.0,52.0,2578306.0,36028391.0,1.0,516.0,0.0,2018.0,33450085.0,312000000.0,516.0,UD. Yusuf Sukarela,0,0,0
5.0,23.0,16.0,4898013.0,2002420.0,0.0,617.0,0.0,2024.0,-2895593.0,117000000.0,617.0,UD. Juli Karang,0,0,0
2.0,44.0,70.0,1186713.0,34612063.0,0.0,593.0,1.0,2007.0,33425350.0,342000000.0,593.0,UD. Kevin Mahkota,1,0,10
4.0,6.0,44.0,2329175.0,6624019.0,3.0,52.0,0.0,2015.0,4294844.0,150000000.0,52.0,UD. Intan Kusumatmaja Qanita,0,0,0
1.0,1.0,46.0,4606077.0,3793116.0,4.0,272.0,1.0,2016.0,-812961.0,141000000.0,272.0,UD. Vincent Asa,0,0,0
4.0,72.0,77.0,4422024.0,16913178.0,4.0,144.0,0.0,2010.0,12491154.0,447000000.0,144.0,UD. Udin Kelana,1,0,10
2.0,62.0,95.0,4509175.0,24183705.0,1.0,830.0,1.0,2008.0,19674530.0,471000000.0,830.0,UD. Eddy Asri,1,0,10
5.0,82.0,25.0,7483908.0,37611082.0,4.0,707.0,0.0,2008.0,30127174.0,321000000.0,707.0,UD. Cakra Harmoni,1,1,11
2.0,40.0,30.0,5001275.0,8861276.0,1.0,128.0,0.0,2023.0,3860001.0,210000000.0,128.0,UD. Zara Jatinagara,0,0,0
5.0,88.0,30.0,9817763.0,22303915.0,3.0,229.0,1.0,2006.0,12486152.0,354000000.0,229.0,UD. Viona Sari,1,1,11
5.0,22.0,79.0,4732906.0,28849363.0,2.0,243.0,0.0,2000.0,24116457.0,303000000.0,243.0,UD. Wenny Adikara,1,0,10
5.0,49.0,59.0,9300342.0,31205994.0,4.0,412.0,1.0,2002.0,21905652.0,324000000.0,412.0,UD. Fatiah Sehat,1,1,11
2.0,73.0,0.0,7018219.0,17245317.0,2.0,548.0,0.0,2008.0,10227098.0,219000000.0,548.0,UD. Elok Bersemi,1,1,11
5.0,86.0,45.0,2776591.0,28244679.0,3.0,157.0,1.0,2015.0,25468088.0,393000000.0,157.0,UD. Yaniar Agastya,0,0,0
4.0,32.0,33.0,2841177.0,24487660.0,4.0,877.0,0.0,2013.0,21646483.0,195000000.0,877.0,UD. Yola Adyatma,0,0,0
1.0,42.0,89.0,1640846.0,10332545.0,4.0,631.0,0.0,2020.0,8691699.0,393000000.0,631.0,UD. Leni Wening Damar,0,0,0
4.0,82.0,53.0,2994207.0,26955517.0,2.0,168.0,0.0,2014.0,23961310.0,405000000.0,168.0,UD. Yana Cinta,0,0,0
1.0,54.0,58.0,6514400.0,4934902.0,3.0,523.0,0.0,2003.0,-1579498.0,336000000.0,523.0,UD. Zaki Tejakencana,1,1,11
2.0,50.0,93.0,4463634.0,31215589.0,3.0,222.0,1.0,2014.0,26751955.0,429000000.0,222.0,UD. Qasya Wijaksana,0,0,0
5.0,97.0,40.0,5792583.0,10009107.0,2.0,710.0,1.0,2010.0,4216524.0,411000000.0,710.0,UD. Pio Damai Irma,1,1,11
1.0,36.0,50.0,6607389.0,1246620.0,2.0,363.0,0.0,2016.0,-5360769.0,258000000.0,363.0,UD. Valen Tunggal,0,1,1
2.0,62.0,4.0,3754259.0,27409153.0,4.0,836.0,1.0,2008.0,23795291.0,198000000.0,836.0,UD. Oniel Wisnu,1,0,10
1.0,66.0,87.0,3725217.0,19459424.0,3.0,936.0,1.0,2022.0,15734207.0,459000000.0,936.0,UD. Celsi Tengah,0,0,0
1.0,44.0,9.0,6082709.0,2448714.0,0.0,762.0,0.0,2012.0,-3633995.0,159000000.0,762.0,UD. Aldo Reswara,1,1,11
1.0,70.0,37.0,9591703.0,24416743.0,3.0,339.0,1.0,2002.0,14825040.0,321000000.0,339.0,UD. Cipta Lintang Qori,1,1,11
5.0,48.0,34.0,4956242.0,12028311.0,4.0,321.0,1.0,2001.0,7072069.0,246000000.0,321.0,UD. Ghani Pramudita,1,0,10
2.0,0.0,65.0,5252139.0,3150568.0,2.0,718.0,1.0,2002.0,-2101571.0,195000000.0,718.0,UD. Riyan Jayengpati,1,1,11
2.0,53.0,92.0,7649367.0,10944520.0,4.0,173.0,1.0,2015.0,3295153.0,435000000.0,173.0,UD. Valen Tejakusuma,0,1,1
5.0,35.0,18.0,4247599.0,14026179.0,0.0,935.0,1.0,2013.0,9778580.0,159000000.0,935.0,UD. Tama Jati,0,0,0
1.0,64.0,37.0,3042727.0,18386714.0,3.0,124.0,0.0,2003.0,15343987.0,303000000.0,124.0,UD. Suci Pamungkas,1,0,10
2.0,40.0,52.0,4982729.0,24017892.0,0.0,544.0,1.0,2002.0,19035163.0,276000000.0,544.0,UD. Yola Radhitya Damaris,1,0,10
5.0,93.0,49.0,8859374.0,13827762.0,3.0,48.0,0.0,2015.0,4968388.0,426000000.0,48.0,UD. Qomar Kamajaya Galih,0,1,1
5.0,49.0,77.0,4775632.0,23465012.0,4.0,594.0,1.0,2017.0,18689380.0,378000000.0,594.0,UD. Rafa Jayengpati,0,0,0
1.0,95.0,91.0,679133.0,19789388.0,0.0,541.6,0.0,2005.0,19110255.0,558000000.0,605.0,UD. Livia Cinta Farid,1,0,10
4.0,48.0,33.0,9559209.0,4887252.0,4.0,876.0,1.0,2015.0,-4671957.0,243000000.0,876.0,UD. Nibras Citra,0,1,1
5.0,82.0,3.0,2310237.0,37191691.0,4.0,335.0,1.0,2019.0,34881454.0,255000000.0,335.0,UD. Mega Cinta,0,0,0
4.0,66.2,60.0,5535528.0,32389676.0,4.0,905.0,1.0,2007.0,26854148.0,318000000.0,905.0,UD. Qayla Cerah,1,1,11
5.0,9.0,88.0,7343976.0,21529571.0,0.0,895.0,0.0,2001.0,14185595.0,291000000.0,895.0,UD. Isna Tunggul,1,1,11
1.0,43.0,69.0,1124773.0,17684428.0,3.0,174.0,1.0,2000.0,16559655.0,336000000.0,174.0,UD. Bagas Wisnu,1,0,10
5.0,43.0,91.0,2461039.0,14582010.0,4.0,630.0,0.0,2012.0,12120971.0,402000000.0,630.0,UD. Pipit Surya,1,0,10
1.0,96.0,8.0,9842593.0,3863684.0,4.0,118.0,0.0,2017.0,-5978909.0,312000000.0,118.0,UD. Halim Sukadarma Heri,0,1,1
4.0,3.0,51.0,8579824.0,38524756.0,2.0,203.0,1.0,2020.0,29944932.0,162000000.0,203.0,UD. Zidan Sangga,0,1,1
1.0,63.0,81.0,7549113.0,7578120.0,2.0,580.0,0.0,2004.0,29007.0,432000000.0,580.0,UD. Gisel Siang,1,1,11
1.0,19.0,30.0,9529384.0,43241376.0,0.0,859.0,1.0,2023.0,35894039.2,147000000.0,859.0,UD. Rizki Satria Wulan,0,1,1
4.0,53.0,85.0,5954596.0,15481599.0,1.0,206.0,0.0,2000.0,9527003.0,414000000.0,206.0,UD. Eni Sangkala,1,1,11
1.0,78.0,67.0,6726523.0,41209334.0,4.0,279.0,0.0,2015.0,34482811.0,435000000.0,279.0,UD. Yana Makmur,0,1,1
2.0,40.0,32.0,4760189.0,17266074.0,0.0,92.0,1.0,2013.0,12505885.0,216000000.0,92.0,UD. Lukman Kencana,0,0,0
2.0,29.0,99.0,8072285.0,6928384.0,3.0,828.0,1.0,2023.0,-1143901.0,388200000.0,828.0,UD. Ari Ilir,0,1,1
1.0,70.0,58.0,5146015.0,37861976.0,0.0,374.0,1.0,2014.0,32715961.0,384000000.0,374.0,UD. Wahyu Resaputra,0,0,0
4.0,18.4,34.0,4402930.0,17185483.0,4.0,659.0,0.0,2009.0,12782553.0,222000000.0,659.0,UD. Hanaura Raharja,1,0,10
2.0,81.0,12.0,4048867.0,48579741.0,3.0,257.0,1.0,2023.0,44530874.0,279000000.0,257.0,UD. Yolanda Adikara,0,0,0
5.0,93.0,78.0,8107693.0,34589210.0,2.0,698.0,0.0,2015.0,26481517.0,513000000.0,698.0,UD. Cakra Sarwono Kirana,0,1,1
2.0,7.0,60.0,1429461.0,22124432.0,4.0,702.0,0.0,2008.0,20694971.0,201000000.0,702.0,UD. Gusti Sukma,1,0,10
2.0,84.0,96.0,9942404.0,45682205.0,2.0,574.0,0.0,2003.0,35739801.0,540000000.0,574.0,UD. Lintang Cempaka,1,1,11
4.0,70.0,91.0,4441572.0,40523146.0,4.0,105.0,1.0,2010.0,36081574.0,483000000.0,105.0,UD. Nisa Sukadarma,1,0,10
5.0,68.0,50.2,9997232.0,28491886.0,3.0,98.0,0.0,2018.0,18494654.0,345000000.0,98.0,UD. Bambang Wira,0,1,1
1.0,31.0,97.0,2784138.0,11249728.0,4.0,695.0,1.0,2015.0,8465590.0,384000000.0,695.0,UD. Hesti Sarwono,0,0,0
1.0,79.0,37.0,9944799.0,18139332.0,4.0,964.0,1.0,2008.0,8194533.0,348000000.0,964.0,UD. Gilang Wacana,1,1,11
4.0,39.0,64.0,8232381.0,40076354.0,3.4,586.0,1.0,2011.0,31843973.0,309000000.0,586.0,UD. Ulya Taruna,1,1,11
1.0,61.0,53.0,5772438.0,5152164.0,1.0,620.0,0.0,2020.0,-620274.0,342000000.0,620.0,UD. Zidanar Puri,0,1,1
1.0,89.0,30.0,4176762.0,13744423.0,0.0,831.0,1.0,2001.0,9567661.0,357000000.0,831.0,UD. Silvi Manggala,1,0,10
5.0,26.0,48.0,3367212.0,12830725.0,1.0,642.0,0.0,2010.0,9463513.0,222000000.0,642.0,UD. Putri Wirawati,1,0,10
2.0,38.0,80.0,7848827.0,26464586.0,1.0,579.0,0.0,2018.0,18615759.0,354000000.0,579.0,UD. Salsa Damai,0,1,1
2.0,91.0,21.0,2293762.0,34611626.0,3.0,688.0,1.0,2007.0,32317864.0,336000000.0,688.0,UD. Farhan Siang,1,0,10
4.0,32.0,95.0,5456462.0,36849511.0,4.0,356.0,0.0,2010.0,31393049.0,381000000.0,356.0,UD. Prita Wening Shinta,1,1,11
4.0,65.0,28.0,6683719.0,2249381.0,2.0,339.0,0.0,2015.0,-4434338.0,279000000.0,339.0,UD. Yora Tirtaatmaja Ilmi,0,1,1
1.0,78.0,64.0,8986942.0,39931519.0,4.0,578.0,0.0,2022.0,30944577.0,426000000.0,578.0,UD. Cakra Sari Widi,0,1,1
5.0,70.0,47.0,6586956.0,17762447.0,1.0,363.0,0.0,2019.0,11175491.0,351000000.0,363.0,UD. Farid Jayengpati Gusti,0,1,1
2.0,83.0,91.0,2821903.0,21957267.0,1.0,974.0,0.0,2008.0,19135364.0,522000000.0,974.0,UD. Chiko Tirta Intan,1,0,10
2.0,12.0,65.0,8748423.0,43895833.0,3.0,984.0,0.0,2010.0,35147410.0,231000000.0,984.0,UD. Olla Pelangi,1,1,11
2.0,95.0,24.0,8503912.0,5151609.0,0.0,618.0,1.0,2012.0,-3352303.0,357000000.0,618.0,UD. Veronika Suryaputra,1,1,11
5.0,28.0,20.0,6882689.0,44100386.0,1.0,417.0,1.0,2016.0,37217697.0,144000000.0,417.0,UD. Fikra Resaputra Lana,0,1,1
2.0,67.0,25.0,9577146.0,26911015.0,1.0,188.0,1.0,2010.0,17333869.0,276000000.0,188.0,UD. Qayla Utamaindah,1,1,11
2.0,82.0,0.0,1294675.0,43477823.0,0.0,96.0,0.0,2010.0,42183148.0,246000000.0,96.0,UD. Winda Sukma,1,0,10
4.0,9.0,31.0,3287894.0,4944684.0,2.0,647.0,1.0,2022.0,1656790.0,120000000.0,647.0,UD. Oki Winata,0,0,0
2.0,99.0,72.0,7444883.0,12539741.0,0.0,266.0,1.0,2021.0,5094858.0,513000000.0,266.0,UD. Mila Jatinagara,0,1,1
